GlobalId,Name,Text
063GpBb$XA4uMf2rX0TOfO,Wall 30 cm,. IsExternal: 1; WAHG: 1.05; WHLR: 4360BCB875F184E; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.95; Bottom Elevation: -2; Global Top Elevation: -0.95; Global Bottom Elevation: -2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -1.77066777313929; Global Y: -14.7708204185803; Global Z: -2; Bounding Box Length: 0.519194732353188; Bounding Box Width: 1.08018068149625; Bounding Box Height: 1.05
1luT1gFkT4CvtOPa_5IAJh,Wall 10 cm,. IsExternal: 0; WAHG: 0.45; WHLR: 4360BCB8761C8BB; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 0.1; Bottom Elevation: -0.35; Global Top Elevation: 0.1; Global Bottom Elevation: -0.35; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -25.7981725997855; Global Y: 9.10514497853111; Global Z: -0.35; Bounding Box Length: 2.09588503894739; Bounding Box Width: 0.0999999999999996; Bounding Box Height: 0.45
2tALT1CIX9$f_g5lPQK30s,Wall 50 cm,. IsExternal: 1; WAHG: 3; WHLR: 4360BCB87405D88; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -2; Bottom Elevation: -5; Global Top Elevation: -2; Global Bottom Elevation: -5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -22.9021098711229; Global Y: -22.5447792050604; Global Z: -5; Bounding Box Length: 0.906438648733115; Bounding Box Width: 3.47784482278539; Bounding Box Height: 3
2_C2MuoFbENRei8aMd$EVe,Wall 20 cm,. IsExternal: 0; WAHG: 0.6; WHLR: 4360BCB8762F972; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -3.1; Bottom Elevation: -3.7; Global Top Elevation: -3.1; Global Bottom Elevation: -3.7; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 10.0067690054348; Global Y: -25.4301266803657; Global Z: -3.7; Bounding Box Length: 0.650619840672775; Bounding Box Width: 3.17650616126709; Bounding Box Height: 0.600000000000001
3G5D8RSoP1ggyrnXxoKVP4,Wall 10 cm,. IsExternal: 0; WAHG: 0.17; WHLR: 4360BCB87672344; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.83; Bottom Elevation: -1; Global Top Elevation: -0.83; Global Bottom Elevation: -1; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.315423894449482; Global Y: -6.5; Global Z: -1; Bounding Box Length: 0.100008284294572; Bounding Box Width: 0.44437830603414; Bounding Box Height: 0.17
3SdCUcLazEUvL8pMIMXhP5,Wall 50 cm,. IsExternal: 1; WAHG: 3.5; WHLR: 4360BCB874D72DF; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.5; Bottom Elevation: -4; Global Top Elevation: -0.5; Global Bottom Elevation: -4; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12.3666355723996; Global Y: -22.8089430502636; Global Z: -4; Bounding Box Length: 0.623065256701928; Bounding Box Width: 8.23735229460631; Bounding Box Height: 3.5
3c1zxkYC5A1QUQbv0eKpio,Wall 20 cm,. IsExternal: 0; WAHG: 0.6; WHLR: 4360BCB8762D377; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -3.1; Bottom Elevation: -3.7; Global Top Elevation: -3.1; Global Bottom Elevation: -3.7; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -21.6612060502316; Global Y: -21.5; Global Z: -3.7; Bounding Box Length: 1.19963312140608; Bounding Box Width: 2.90893200825142; Bounding Box Height: 0.600000000000001
1X1$uiMP1BYPBxKCVVb3KN,Wall 10 cm,. IsExternal: 0; WAHG: 0.17; WHLR: 4360BCB87576BE2; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.83; Bottom Elevation: -1; Global Top Elevation: -0.83; Global Bottom Elevation: -1; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -3.64998984875834; Global Y: -6.05562615355494; Global Z: -1; Bounding Box Length: 3.43892190505645; Bounding Box Width: 0.100146977864854; Bounding Box Height: 0.17
0uwolxaTr0v8uBC52H0CZ7,Wall 30 cm,. IsExternal: 1; WAHG: 2.1; WHLR: 4360BCB87459337; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.1; Bottom Elevation: -2.2; Global Top Elevation: -0.1; Global Bottom Elevation: -2.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.35; Global Y: -2.27109311601701; Global Z: -2.2; Bounding Box Length: 10.0113993659685; Bounding Box Width: 0.3; Bounding Box Height: 2.1
1Mxh9gznP3Du7Ij1sxyDqc,Wall 15 cm,. IsExternal: 0; WAHG: 1.6; WHLR: 4360BCB87730B5C; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.9; Bottom Elevation: -2.5; Global Top Elevation: -0.9; Global Bottom Elevation: -2.5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -5.33559639194601; Global Y: -13.768950866546; Global Z: -2.5; Bounding Box Length: 2.71046085725074; Bounding Box Width: 0.717231467731271; Bounding Box Height: 1.6
3GRqSFAUf8gw_uv3D48D18,Wall 15 cm,. IsExternal: 0; WAHG: 1.6; WHLR: 4360BCB87730CFC; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.4; Bottom Elevation: -2; Global Top Elevation: -0.4; Global Bottom Elevation: -2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2.6686934325531; Global Y: -14.5124846789097; Global Z: -2; Bounding Box Length: 0.675318566439608; Bounding Box Width: 0.888845180516746; Bounding Box Height: 1.6
3QYzP1oNPF7gA5WD_i8VdV,Wall 50 cm,. IsExternal: 1; WAHG: 1.8; WHLR: 4360BCB877D4230; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.7; Bottom Elevation: -3.5; Global Top Elevation: -1.7; Global Bottom Elevation: -3.5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -14.8411078749359; Global Y: -19.3987630676613; Global Z: -3.5; Bounding Box Length: 12.3417112151377; Bounding Box Width: 3.17081110009559; Bounding Box Height: 1.8
2Qc5w61g9FERnLG9T9UOAP,Wall 50 cm,. IsExternal: 1; WAHG: 1.9; WHLR: 4360BCB877E8F9D; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -3.1; Bottom Elevation: -5; Global Top Elevation: -3.1; Global Bottom Elevation: -5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -22.162766198392; Global Y: -22.469362720256; Global Z: -5; Bounding Box Length: 6.85316599857654; Bounding Box Width: 2.80483257793511; Bounding Box Height: 1.9
3QnMeJlcH6NP6QhF$JEtL8,Wall 50 cm,. IsExternal: 1; WAHG: 2.5; WHLR: 4360BCB877EB03B; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -2.5; Bottom Elevation: -5; Global Top Elevation: -2.5; Global Bottom Elevation: -5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 11.8548426803855; Global Y: -26.409052399942; Global Z: -5; Bounding Box Length: 1.02986628763767; Bounding Box Width: 3.74832451296931; Bounding Box Height: 2.5
0ovnh0pvn81Q9zrMHjh2T_,Wall 30 cm,. IsExternal: 1; WAHG: 2.05; WHLR: 4360BCB87807D13; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.85; Bottom Elevation: -0.2; Global Top Elevation: 1.85; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.35; Global Y: 12.15; Global Z: -0.2; Bounding Box Length: 0.299999999999999; Bounding Box Width: 2.9; Bounding Box Height: 2.05
3ecPVC0efFPOpUErxnK9iR,Wall 20 cm,. IsExternal: 1; WAHG: 2; WHLR: 4360BCB87807DB3; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.8; Bottom Elevation: -0.2; Global Top Elevation: 1.8; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3.85; Global Y: 13.75; Global Z: -0.2; Bounding Box Length: 1.4; Bounding Box Width: 0.199999999999998; Bounding Box Height: 2
1FaVKT55nBHAs70cvVDes$,Wall 40 cm,. IsExternal: 1; WAHG: 1.65; WHLR: 4360BCB87888042; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.45; Bottom Elevation: -0.2; Global Top Elevation: 1.45; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 5.25; Global Y: 13.75; Global Z: -0.2; Bounding Box Length: 1.2; Bounding Box Width: 0.4; Bounding Box Height: 1.65
1RVSJpLSH47uTpiKojJCIX,Wall 50 cm,. IsExternal: 1; WAHG: 1.3; WHLR: 4360BCB8790800C; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.1; Bottom Elevation: -0.2; Global Top Elevation: 1.1; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.748026229350658; Global Y: 4.07182951569729; Global Z: -0.2; Bounding Box Length: 0.798026229350658; Bounding Box Width: 5.92817048430271; Bounding Box Height: 1.3
0mGkhDJITF$wEDgilBcwWj,Wall 40 cm,. IsExternal: 1; WAHG: 1.85; WHLR: 4360BCB87884561; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.65; Bottom Elevation: -0.2; Global Top Elevation: 1.65; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6.45; Global Y: 13.75; Global Z: -0.2; Bounding Box Length: 5.5; Bounding Box Width: 0.4; Bounding Box Height: 1.85
1HwhH4nBb1UxkZSbDGA_KA,Wall 15 cm,. IsExternal: 0; WAHG: 2.5; WHLR: 4360BCB877C0C6E; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1; Bottom Elevation: -3.5; Global Top Elevation: -1; Global Bottom Elevation: -3.5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -14.8815002742183; Global Y: -16.2279519675657; Global Z: -3.5; Bounding Box Length: 0.21166176769847; Bounding Box Width: 0.331324840896691; Bounding Box Height: 2.5
3y8RPEf052DfIcpt0ANqiQ,Wall 20 cm,. IsExternal: 1; WAHG: 2; WHLR: 4360BCB8782D5C0; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.8; Bottom Elevation: -0.2; Global Top Elevation: 1.8; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3.85; Global Y: 13.75; Global Z: -0.2; Bounding Box Length: 0.199999999999999; Bounding Box Width: 1.3; Bounding Box Height: 2
13zblVsD1BvPkSTSPeVHJ9,Wall 15 cm,. IsExternal: 0; WAHG: 1.6; WHLR: 4360BCB87730BAC; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.9; Bottom Elevation: -2.5; Global Top Elevation: -0.9; Global Bottom Elevation: -2.5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -5.66389197918719; Global Y: -13.1635931646792; Global Z: -2.5; Bounding Box Length: 0.211373108315175; Bounding Box Width: 0.190517722829545; Bounding Box Height: 1.6
2lgo7j79n6FgGfy_KRplfI,Wall 50 cm,. IsExternal: 1; WAHG: 4.8; WHLR: 4360BCB8787E010; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 0.8; Bottom Elevation: -4; Global Top Elevation: 0.8; Global Bottom Elevation: -4; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -25.986492289278; Global Y: -3.25316179814749; Global Z: -4; Bounding Box Length: 1.71488626448721; Bounding Box Width: 10.0189270842755; Bounding Box Height: 4.8
3_0osZOBD7tgZhLD6EjsvO,Wall 15 cm,. IsExternal: 0; WAHG: 1.6; WHLR: 4360BCB87733B85; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.9; Bottom Elevation: -2.5; Global Top Elevation: -0.9; Global Bottom Elevation: -2.5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -3.60936249390374; Global Y: -18.3429249295691; Global Z: -2.5; Bounding Box Length: 0.943714823535233; Bounding Box Width: 0.674854567613068; Bounding Box Height: 1.6
1Ye1FesU94MhbwLJHRgBid,Wall 50 cm,. IsExternal: 1; WAHG: 1; WHLR: 4360BCB8790616A; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 0.8; Bottom Elevation: -0.2; Global Top Elevation: 0.8; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.449213551230097; Global Y: -2.38094829666955; Global Z: -0.2; Bounding Box Length: 0.899213551230098; Bounding Box Width: 6.48094829666955; Bounding Box Height: 1
2uRn8Q9xb1GO0knyGADLSf,Wall 30 cm,. IsExternal: 1; WAHG: 1.2; WHLR: 4360BCB8773AA48; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 0.45; Bottom Elevation: -0.75; Global Top Elevation: 0.45; Global Bottom Elevation: -0.75; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12.1491015247878; Global Y: -13.1726003325181; Global Z: -0.75; Bounding Box Length: 0.300000000000001; Bounding Box Width: 1.2; Bounding Box Height: 1.2
3LVOoYO8b5jhU7nx1hemtv,Wall 50 cm,. IsExternal: 1; WAHG: 1.6; WHLR: 4360BCB8790806A; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.4; Bottom Elevation: -0.2; Global Top Elevation: 1.4; Global Bottom Elevation: -0.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -1.3939776158423; Global Y: 9.94847885206832; Global Z: -0.2; Bounding Box Length: 1.1439776158423; Bounding Box Width: 4.20152114793168; Bounding Box Height: 1.6
3aJEzwexL1aeNX_RHeF9TB,Wall 15 cm,. IsExternal: 0; WAHG: 1.6; WHLR: 4360BCB87730B7D; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.9; Bottom Elevation: -2.5; Global Top Elevation: -0.9; Global Bottom Elevation: -2.5; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -5.48816273281204; Global Y: -13.1982122846376; Global Z: -2.5; Bounding Box Length: 0.184826973584303; Bounding Box Width: 0.180344310773355; Bounding Box Height: 1.6
0an1Zh9Jz06OQs6iHOsPSq,Storey 2 - Slab 10 (15 cm),. HWPO: 1; SC2D: 6; SC3D1: 11; SC3D2: 8; SCSC: 252; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.85; Bottom Elevation: -1; Global Top Elevation: -0.85; Global Bottom Elevation: -1; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -24.069097635385; Global Y: -5.95355933473185; Global Z: -1; Bounding Box Length: 10.1313140551703; Bounding Box Width: 1.01386101782994; Bounding Box Height: 0.15
2TXiIVFJ11C9And4N9ulFE,Storey 2 - Slab 11 (15 cm),. HWPO: 1; SC2D: 6; SC3D1: 11; SC3D2: 8; SCSC: 252; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.53; Bottom Elevation: -0.68; Global Top Elevation: -0.53; Global Bottom Elevation: -0.68; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -24.3951329193074; Global Y: 0.283474202645749; Global Z: -0.68; Bounding Box Length: 9.24513291930743; Bounding Box Width: 1.2; Bounding Box Height: 0.15
3YsP6bJ1TBtBkIIiAnlBEW,Storey 2 - Slab 8 (34 cm),. HWPO: 1; SC2D: 6; SC3D1: 24; SC3D2: 24; SCSC: 24; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.34; Bottom Elevation: -0.68; Global Top Elevation: -0.34; Global Bottom Elevation: -0.68; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -25.630035964393; Global Y: 1.48347420264575; Global Z: -0.68; Bounding Box Length: 1.15808715345178; Bounding Box Width: 6.42317251954766; Bounding Box Height: 0.34
0GGPN4VJbEu8TOw6gVikeC,Storey 2 - Slab 9 (34 cm),. HWPO: 1; SC2D: 6; SC3D1: 8; SC3D2: 8; SCSC: 8; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.665; Bottom Elevation: -1; Global Top Elevation: -0.665; Global Bottom Elevation: -1; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -24.841944041824; Global Y: -1.63421284087543; Global Z: -1; Bounding Box Length: 0.369995230882729; Bounding Box Width: 3.11768704352118; Bounding Box Height: 0.335
0vxHfE6jrDU916H9dbsj5z,Storey 2 - Slab 12 (15 cm),. HWPO: 1; SC2D: 6; SC3D1: 11; SC3D2: 8; SCSC: 252; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.19; Bottom Elevation: -0.34; Global Top Elevation: -0.19; Global Bottom Elevation: -0.34; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -25.630035964393; Global Y: 6.70664672219341; Global Z: -0.34; Bounding Box Length: 11.6922523841783; Bounding Box Width: 1.2; Bounding Box Height: 0.15
0nND8ivBvB3B2Xkoaegbm2,Storey 2 - Slab 13 (15 cm),. HWPO: 1; SC2D: 6; SC3D1: 8; SC3D2: 8; SCSC: 8; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -2.05; Bottom Elevation: -2.2; Global Top Elevation: -2.05; Global Bottom Elevation: -2.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.35; Global Y: -6.25439478723485; Global Z: -2.2; Bounding Box Length: 10.1068313863628; Bounding Box Width: 4.30439478723485; Bounding Box Height: 0.149999999999999
3TOydMY1D7O8Zc0cF5dPYm,Storey 2 - Slab 4 (20 cm),. HWPO: 1; SC2D: 6; SC3D1: 28; SC3D2: 8; SCSC: 28; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -3.5; Bottom Elevation: -3.7; Global Top Elevation: -3.5; Global Bottom Elevation: -3.7; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -22.45; Global Y: -25.8089020359879; Global Z: -3.7; Bounding Box Length: 34.8459222933705; Bounding Box Width: 9.28677241180414; Bounding Box Height: 0.2
2HYzEFTlL95v86SpunNq5K,Storey 2 - Slab 5 (15 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 8; SCSC: 8; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 1.4; Bottom Elevation: 1.25; Global Top Elevation: 1.4; Global Bottom Elevation: 1.25; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 5.83491561564431; Global Y: 19.112583397353; Global Z: 1.25; Bounding Box Length: 5.7758497720396; Bounding Box Width: 8.85996865386986; Bounding Box Height: 0.15
2FJybgbafFquInFfUfHiLi,Storey 2 - Slab 6 (15 cm),. HWPO: 1; SC2D: 6; SC3D1: 8; SC3D2: 8; SCSC: 8; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1; Bottom Elevation: -1.15; Global Top Elevation: -1; Global Bottom Elevation: -1.15; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -23.9482980763131; Global Y: -18.442884150935; Global Z: -1.15; Bounding Box Length: 36.5171000707804; Bounding Box Width: 12.5311849085601; Bounding Box Height: 0.15
26838RX4HEaBmgK_nfXfCl,Storey 2 - Slab 6 (15 cm) - Opening 1,. Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1; Bottom Elevation: -1.15; Global Top Elevation: -1; Global Bottom Elevation: -1.15; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 11.2049754123613; Global Y: -8.25; Global Z: -1.15; Bounding Box Length: 1.20421584691282; Bounding Box Width: 2.28854123658123; Bounding Box Height: 0.15
1lVKrsBrrEjuE2zw_ueTDl,Storey 2 - Slab 6 (15 cm) - Opening 2,. Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1; Bottom Elevation: -1.15; Global Top Elevation: -1; Global Bottom Elevation: -1.15; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -15.1952163671589; Global Y: -15.0410232961534; Global Z: -1.15; Bounding Box Length: 0.985242804255638; Bounding Box Width: 3.46039989230007; Bounding Box Height: 0.15
28MmvEYOn3cewcCeDTqQNU,Storey 2 - Slab 6 (15 cm) - Opening 3,. Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1; Bottom Elevation: -1.15; Global Top Elevation: -1; Global Bottom Elevation: -1.15; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -5.952714987422; Global Y: -13.3037881747836; Global Z: -1.15; Bounding Box Length: 3.56287298950111; Bounding Box Width: 1.03852506720651; Bounding Box Height: 0.15
0iFiGtp8P2pOWAQlnVVK5T,Storey 2 - Slab 7 (15 cm),. HWPO: 1; SC2D: 6; SC3D1: 39; SC3D2: 8; SCSC: 8; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.8; Bottom Elevation: -1.95; Global Top Elevation: -1.8; Global Bottom Elevation: -1.95; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -0.45435394673133; Global Y: -22.2504935551; Global Z: -1.95; Bounding Box Length: 13.0231559411986; Bounding Box Width: 7.64077333802579; Bounding Box Height: 0.15
0uNPW_2ub8pxkxhmLEj6Ss,Storey 2 - Slab 7 (15 cm) - Opening 1,. Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.8; Bottom Elevation: -1.95; Global Top Elevation: -1.8; Global Bottom Elevation: -1.95; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.207931162916196; Global Y: -19.6553542231794; Global Z: -1.95; Bounding Box Length: 2.3769622780959; Bounding Box Width: 2.41813368014144; Bounding Box Height: 0.15
0jnLpWHqj8GfTG8o0xWdsZ,Storey 2 - Slab 1 (14 cm),. HWPO: 1; SC2D: 6; SC3D1: 36; SC3D2: 132; SCSC: 132; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 0; Bottom Elevation: -0.14; Global Top Elevation: 0; Global Bottom Elevation: -0.14; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.35; Global Y: 1.35; Global Z: -0.14; Bounding Box Length: 8.1; Bounding Box Width: 10.8; Bounding Box Height: 0.14
0304WOunrEEOzUz4ybsxGs,Storey 2 - Slab 2 (14 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 132; SCSC: 35; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: 0; Bottom Elevation: -0.14; Global Top Elevation: 0; Global Bottom Elevation: -0.14; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.35; Global Y: -1.95; Global Z: -0.14; Bounding Box Length: 10.4041353507598; Bounding Box Width: 3.3; Bounding Box Height: 0.14
0rfWYVOEL6IBoiGC6Ggbel,Storey 2 - Slab 3 (20 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 132; SCSC: 252; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.1; Bottom Elevation: -0.3; Global Top Elevation: -0.1; Global Bottom Elevation: -0.3; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.35; Global Y: -6.25447075701719; Global Z: -0.3; Bounding Box Length: 10.4041353507598; Bounding Box Width: 4.30447075701719; Bounding Box Height: 0.2
3uFMIJIZr74w08m4FjnvLn,Storey 2 - Slab 46 (17 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 8; SCSC: 35; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.78; Bottom Elevation: -1.95; Global Top Elevation: -1.78; Global Bottom Elevation: -1.95; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3.86198003393242; Global Y: -18.022492787615; Global Z: -1.95; Bounding Box Length: 0.861144115044567; Bounding Box Width: 0.543880493712358; Bounding Box Height: 0.17
1YKJk2QzPAcO7gGFuEpQX6,Storey 2 - Slab 35 (5 cm),. HWPO: 1; SC2D: 6; SC3D1: 21; SC3D2: 8; SCSC: 21; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.85; Bottom Elevation: -1.9; Global Top Elevation: -1.85; Global Bottom Elevation: -1.9; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -14.6451053668657; Global Y: -18.1880902319776; Global Z: -1.9; Bounding Box Length: 12.5135549866048; Bounding Box Width: 7.93362704080069; Bounding Box Height: 0.0500000000000007
2ep4dv$Vv3HQ5zlXWXm9xo,Storey 2 - Slab 51 (17 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 8; SCSC: 35; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.78; Bottom Elevation: -1.95; Global Top Elevation: -1.78; Global Bottom Elevation: -1.95; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.7800308753632; Global Y: -17.1630787444172; Global Z: -1.95; Bounding Box Length: 0.54388049371236; Bounding Box Width: 0.861144115044567; Bounding Box Height: 0.17
2UYXrd3ijBnQ9lzWvFHNkH,Storey 2 - Slab 33 (13 cm),. HWPO: 1; SC2D: 6; SC3D1: 24; SC3D2: 8; SCSC: 24; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.87; Bottom Elevation: -1; Global Top Elevation: -0.87; Global Bottom Elevation: -1; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -3.55; Global Y: -6.5; Global Z: -1; Bounding Box Length: 3.35; Bounding Box Width: 0.446193886840732; Bounding Box Height: 0.13
38V8bfc99BwP9Ttmgkwulj,Storey 2 - Slab 52 (17 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 8; SCSC: 35; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.78; Bottom Elevation: -1.95; Global Top Elevation: -1.78; Global Bottom Elevation: -1.95; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3.36487687924977; Global Y: -17.2755815540448; Global Z: -1.95; Bounding Box Length: 0.54388049371236; Bounding Box Width: 0.861144115044567; Bounding Box Height: 0.17
1U3YvlkJn4sex0oZ09MeLA,Storey 2 - Slab 42 (58 cm),. HWPO: 1; SC2D: 6; SC3D1: 24; SC3D2: 8; SCSC: 8; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -3.12; Bottom Elevation: -3.7; Global Top Elevation: -3.12; Global Bottom Elevation: -3.7; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 10.2047329757069; Global Y: -25.8089020359879; Global Z: -3.7; Bounding Box Length: 2.19035605847117; Bounding Box Width: 3.5268163368597; Bounding Box Height: 0.58
374KhjsFTFUAQj_XhRMh$C,Storey 2 - Slab 48 (17 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 8; SCSC: 35; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.78; Bottom Elevation: -1.95; Global Top Elevation: -1.78; Global Bottom Elevation: -1.95; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 1.01881933096967; Global Y: -16.8221553871953; Global Z: -1.95; Bounding Box Length: 0.543880493712358; Bounding Box Width: 0.861144115044571; Bounding Box Height: 0.17
02x_7UHS17pBH_LpAV0UJ$,Storey 2 - Slab 36 (120 cm),. HWPO: 1; SC2D: 6; SC3D1: 40; SC3D2: 40; SCSC: 40; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -0.9; Bottom Elevation: -2.1; Global Top Elevation: -0.9; Global Bottom Elevation: -2.1; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -14.6451053668657; Global Y: -18.1886208241136; Global Z: -2.1; Bounding Box Length: 12.5090527217962; Bounding Box Width: 7.93415763293666; Bounding Box Height: 1.2
1mKqERXUH8gOQKc4CpVjwm,Storey 2 - Slab 50 (17 cm),. HWPO: 1; SC2D: 6; SC3D1: 35; SC3D2: 8; SCSC: 35; Project: Project Name; Building: The building; Storey: Level 2; Top Elevation: -1.78; Bottom Elevation: -1.95; Global Top Elevation: -1.78; Global Bottom Elevation: -1.95; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.1885113387428; Global Y: -17.0505238268082; Global Z: -1.95; Bounding Box Length: 0.54388049371236; Bounding Box Width: 0.861144115044567; Bounding Box Height: 0.17
